amount,currency,payer_account_number,beneficiary_account_number,payer_country_code,beneficiary_country_code,transaction_timestamp
235.71,PLN,BG83MIUU5011117830999741,RO75FMPU4921518260688871,BG,RO,2025-12-27T03:30:20Z
3128.22,SEK,SE96YGVD920875102932,PL11RIYB1845826034,SE,PL,2025-04-07T09:11:33Z
3818.36,BGN,BE56ESPW85988310303243,SE17TRGS42961844626714,BE,SE,2026-02-19T20:23:25Z
387.51,CZK,RO09UXIU598926256609,CA31CIDR8615155423,RO,CA,2025-06-08T06:24:56Z
1184.65,USD,LU48DZDF97185948491025,NL96MFLZ7924082226940539,LU,NL,2025-06-22T14:35:05Z
506.61,NOK,CA59QJIN414651113129,BG07CXJR0682778816093068,CA,BG,2025-10-02T23:03:52Z
2706.67,CZK,GB87TBTO832152850676,IE21LDKV814474430963,GB,IE,2026-02-15T04:42:37Z
4368.84,SEK,AT59TPBL9754510526,HU45ADNP188261702437,AT,HU,2025-01-28T12:26:48Z
1134.34,JPY,US68ZIDO2256053134026650,GB20VGPV16787256862110,US,GB,2025-05-22T12:07:09Z
1733.87,CAD,ES06VKNT6744716392,ES93QFHI4363718923,ES,ES,2025-07-03T16:46:17Z
403.55,PLN,PL16MBIG609310668433,HU43NPBQ0414545635020005,PL,HU,2025-04-04T13:33:33Z
822.81,NOK,PT12NFIP54110825559895,AT30UIGS1129109337118954,PT,AT,2026-04-17T02:23:10Z
3190.29,SEK,NO16GNRW85571617688029,PT35WEJB3678812786,NO,PT,2025-02-04T00:41:53Z
2337.25,AUD,DK23AFSG8788443448,US15FHBR402424033810,DK,US,2025-06-10T17:21:14Z
2324.18,PLN,HU41CWRI694500534240,GB68VYYS6498373543,HU,GB,2025-10-14T16:42:43Z
4884.72,HUF,PL19OHXX5271727223972404,HU20FMVT121637618209,PL,HU,2025-11-04T03:58:20Z
53.33,AUD,FR97UBEH4290018513,US17PYSO457230848100,FR,US,2025-01-11T12:37:43Z
271.54,JPY,FR18AHAH6254361721314519,DK42DLCB268592624945,FR,DK,2025-11-19T13:28:02Z
1730.12,BGN,FR33ZWZC2252677119,LU54XIEC22655767695236,FR,LU,2025-10-14T16:45:20Z
1935.52,NOK,CA68RHMC8931350305872105,DK46YEJO863330212606,CA,DK,2026-01-18T14:45:20Z
281.15,CZK,GB09PTFA521310962272,BE95QWJP5704120092820667,GB,BE,2026-03-28T17:56:30Z
747.20,RON,DK64JWHN418623690362,BG95RTCW7566205634111595,DK,BG,2026-03-21T08:04:01Z
445.11,JPY,NL08GTAY38303419909700,IE40CJAL68356521568182,NL,IE,2025-03-24T16:38:34Z
1204.62,HUF,NL04JFEV1133228898572545,PL79NBWY3399129710248171,NL,PL,2026-04-01T10:30:32Z
6798.37,GBP,AU08ISLL1274747219,CH62BLJM9275895516874090,AU,CH,2025-05-06T10:03:55Z
2058.00,RON,IE13JMFS1367157787112166,BG25MKCK97371470827235,IE,BG,2025-05-01T01:14:55Z
3721.33,DKK,PL46ZNPG3064421214,BE51CJWO8342016542356778,PL,BE,2025-02-18T11:13:30Z
1436.23,CZK,BG49ARZT199255027275,IT14ZVNI7279103368,BG,IT,2026-03-19T23:28:37Z
609.80,AUD,IT24VSAL04481776655868,CZ97KDFO5289286646491111,IT,CZ,2025-06-12T22:16:01Z
6739.95,DKK,HU63XYTR7890463378,NL48DGPD76605384444630,HU,NL,2025-03-22T12:38:51Z
67.49,EUR,CA66XTKK963863960962,BE81MXFM82631281964825,CA,BE,2025-10-18T19:25:43Z
65.94,USD,PT80YSEA9602752334,DE24RHXY4041209117911244,PT,DE,2025-01-09T23:05:10Z
1705.26,USD,IT26MDPZ6171366572,DE23JAFV1557998028,IT,DE,2025-10-08T16:56:03Z
2330.21,CHF,LU02QQYE513052312447,FR25CLWR77686342346199,LU,FR,2026-02-21T06:54:36Z
577.15,HUF,AT55ONTX59196639551720,IT65ISNJ60125625313552,AT,IT,2026-01-14T21:50:37Z
959.97,EUR,CH91KGOS38164938318491,FR73UNVY5533077046117295,CH,FR,2025-01-09T11:12:35Z
2148.50,CHF,PL02UZSA4260880501716445,US96LMCR79064771591030,PL,US,2025-08-10T09:28:23Z
12606.46,USD,NL28FCGX80040104145964,ES89FESO2529671883,NL,ES,2025-12-05T09:42:35Z
1684.87,PLN,PL41YXPH4415833117,NO07GAVG6371539885472812,PL,NO,2025-08-06T21:40:28Z
9229.68,AUD,IE65GYMG4624912711,GB30AOFI7875418156,IE,GB,2026-04-27T22:32:57Z
1744.84,AUD,PT42BOIL0663436294,ES67TPQN0313100943,PT,ES,2026-01-30T12:26:32Z
806.54,USD,DE89WMMM3473235494,DK93ADFQ4325122572076502,DE,DK,2026-04-27T17:45:09Z
2843.37,GBP,LU76LPSA3710094388221145,DE57PXLR74570545897148,LU,DE,2025-01-08T13:27:09Z
9616.29,GBP,HU84ELPA965313614878,NL22IVLK9644309859167954,HU,NL,2025-06-21T01:51:43Z
6552.23,NOK,FR59VEQJ474140703491,NL06PJAN00425488214236,FR,NL,2025-04-25T06:43:20Z
618.50,JPY,PL45HZVU6614494296592342,DE53RGJJ4978266128,PL,DE,2026-01-03T12:40:22Z
1753.02,CAD,AU59LNON7080612943985298,BG72JBYM607870104159,AU,BG,2025-10-05T17:22:57Z
1642.88,DKK,FR07DXSV3828723244,AT92AZPT110291813317,FR,AT,2025-09-15T08:01:16Z
1239.67,NOK,NL38MPFH97916202232883,SE60PJJV9754661766,NL,SE,2025-04-05T14:43:45Z
1527.99,JPY,ES49ASJB0527740258835868,NL08FUEL72446176792988,ES,NL,2026-03-15T05:37:10Z
980.19,CZK,LU44STMC0231177533,ES13FXMY1094101759025176,LU,ES,2026-03-28T01:29:36Z
2033.46,DKK,ES32POVJ326831901302,HU00LYNS5287339785,ES,HU,2025-06-02T00:26:49Z
2046.06,BGN,GB08ONUM9128411730,CZ76RKAH46512418938984,GB,CZ,2025-04-18T02:08:56Z
1974.82,EUR,US74PIUA5643502385,CZ96VBHP9905169918,US,CZ,2025-03-28T02:50:59Z
3213.32,JPY,NO04PQHU67430003896087,ES06MYMW668217195535,NO,ES,2025-03-22T19:50:30Z
661.02,CHF,CA01HNXY0301027240,BE40LTUH29671114837537,CA,BE,2026-04-03T04:37:30Z
3788.69,CAD,BG83HQIK0569741328,AT29JXRG5203771070,BG,AT,2025-08-16T08:00:51Z
1212.99,DKK,LU07ITMP6670336268,LU06VJBR09549305966018,LU,LU,2025-03-07T15:04:09Z
4889.89,JPY,US59NSXS26732044138459,RO50BTIL49014954277070,US,RO,2026-02-20T08:40:28Z
1636.82,CAD,AU27NBSC98517244472322,BE79UBHD2879508304,AU,BE,2026-03-09T07:55:58Z
4660.71,PLN,LU69WBTH11871813359561,NL82NJEA95565749025042,LU,NL,2025-10-02T10:38:33Z
2348.86,USD,PL65WYXQ36902611398986,NL68XDQZ9788754394,PL,NL,2025-09-01T04:42:52Z
4012.20,CHF,IE29OKXD765158815793,CH57ZNHS836929445511,IE,CH,2025-10-09T03:30:57Z
10224.06,SEK,CA63UYGF0216487120602128,CA67MNLE8341559991015767,CA,CA,2026-03-24T09:38:14Z
1621.94,HUF,CA93FXYS2099576572,AT65XSIY3475098898,CA,AT,2025-04-15T13:13:44Z
1212.55,CAD,CA18BXXG8499515421447732,AT36ITYD421388209088,CA,AT,2025-05-19T13:54:42Z
4468.00,NOK,PT47GJSN8274117674124151,NL95ZHXC28547815061853,PT,NL,2025-01-21T00:31:25Z
5251.61,RON,DK81UAHE3347272742318306,RO08PRTG064969357824,DK,RO,2025-01-28T16:18:23Z
1660.26,PLN,IE50TLRP13146753612751,AT44WMWE7963044836085456,IE,AT,2026-05-05T08:33:49Z
1272.57,AUD,US34PXHK4763928319,AU78KETR0615581083,US,AU,2025-02-12T10:26:23Z
10536.74,CHF,GB50WHJZ556383000818,DK50ZPBF40330416624111,GB,DK,2026-02-21T02:08:58Z
3298.89,HUF,SE01XRTE9639456804,BG35OGDI6461368474883607,SE,BG,2025-01-16T15:42:04Z
1978.35,HUF,US57HSAM757914521182,GB26PSHC697893074645,US,GB,2025-03-26T02:56:18Z
2920.89,CAD,ES52AIWG8753577881161620,BE20QXDF710672872866,ES,BE,2026-04-11T01:08:16Z
1430.45,USD,NL92VIQK92248395894773,AT42XXEF0562271043318751,NL,AT,2025-08-17T12:43:35Z
2257.31,NOK,BE44URHL3446945964,CZ71RUVG9213424912,BE,CZ,2025-02-21T20:43:13Z
3632.67,PLN,SE73YSTI3203319222705102,PL65ZONV5481386667548581,SE,PL,2025-09-14T10:37:55Z
7274.42,GBP,CZ91ENRO4186520575639836,PT47FXAG5830945154809404,CZ,PT,2025-08-04T17:23:18Z
113.28,AUD,HU35UBSA9772781050922216,NO15BOUW5184390552,HU,NO,2025-07-16T12:58:09Z
36.68,SEK,PL53VVBC824127049386,GB22UXAJ85157919711121,PL,GB,2025-11-10T03:41:27Z
2463.93,DKK,IT98FZAG71343240642429,CH40NHGI244741759558,IT,CH,2025-01-16T14:49:42Z
4456.47,PLN,AU74MERS654358841834,HU27OIBD727955969051,AU,HU,2025-01-29T12:43:01Z
5783.20,RON,HU53PKKU2542782079,GB58SSWN7345957640381664,HU,GB,2025-05-04T07:19:25Z
73.43,DKK,PL21JTWQ922501425762,US58AVEG441233613285,PL,US,2026-02-02T20:10:52Z
1057.70,GBP,NL70VMWG6731625265469681,NO44PVXS3923555809,NL,NO,2026-01-01T16:21:39Z
202.05,BGN,CZ17PGBG61562624467046,US22FMVQ7151602529,CZ,US,2025-06-28T16:52:49Z
1517.01,PLN,SE83VMNY4641978575,US68LDZF8612059438976074,SE,US,2026-01-13T14:17:41Z
1682.51,RON,BE06TVLI5408424560754091,FR45XBRX3218122764579389,BE,FR,2025-10-13T03:19:00Z
989.50,USD,AU18TXUZ6815466024,BE92UXCN3944988305,AU,BE,2025-01-30T17:43:42Z
3576.29,CHF,PL35XWYF80962440630624,NO34OTZU13305319497969,PL,NO,2025-12-06T09:15:25Z
1614.77,AUD,CH01KKKL2773826460917851,DK26XQLJ57702992959660,CH,DK,2026-03-10T03:28:56Z
1688.07,CZK,AT48REMT1633194226,DK70NLYG9455158886367747,AT,DK,2025-07-02T07:28:16Z
851.63,AUD,IT42YOUF6966630932,IT78TQCT0593297150968832,IT,IT,2026-02-18T17:36:30Z
5192.62,CZK,AU60WGKE10397739732781,GB77KFHO0068761648,AU,GB,2025-05-17T02:10:10Z
2335.72,HUF,FR91AOPX4605687611,BG18IYSY2565237341,FR,BG,2026-02-19T21:39:56Z
193.39,CZK,CH96HYIK75749490228403,HU47SLWJ29477422294643,CH,HU,2026-01-17T19:39:29Z
903.27,DKK,NL01ILXQ7925298585672872,PT61MAVC34332491357790,NL,PT,2026-03-30T18:55:32Z
566.78,CZK,SE51UDKQ4888107983,IE31IZXF372094841312,SE,IE,2025-01-26T12:11:30Z
583.14,EUR,SE74YSPO8051371717,AT25DRSG4909617399704694,SE,AT,2025-07-09T11:22:56Z
997.12,GBP,NO65JUJI548847127058,HU60PFFC4175823133484587,NO,HU,2026-01-11T08:59:08Z
6563.20,JPY,FR73VEKF622925879643,RO33PJLE55574696606065,FR,RO,2025-06-13T08:07:32Z
3643.31,NOK,HU90GGVW45056658833987,ES35DCHF79706734996010,HU,ES,2025-01-16T03:07:35Z
1930.91,JPY,HU36DPEX5622949381,CH56HKSR88402155732573,HU,CH,2025-12-07T07:13:48Z
555.69,CAD,AU32TXAE6667080850,GB72NBQZ87495119181828,AU,GB,2025-07-21T04:35:28Z
1580.88,BGN,DE96CYVN77251295786069,PL37ATMA3562439587,DE,PL,2025-05-29T06:24:00Z
3674.41,CHF,HU45WSEG342108902851,RO41KHVG426433502716,HU,RO,2026-03-23T04:18:29Z
3406.88,RON,NL48BOOM369112898123,AU15PXTL63318574817006,NL,AU,2025-06-12T00:17:38Z
264.58,RON,CA39CNUJ167045023290,US16QEEW0093459626228225,CA,US,2025-10-07T22:12:07Z
1721.67,EUR,FR51ULIT00507026086982,IT20DALH6117768729,FR,IT,2025-08-26T17:27:42Z
1617.82,JPY,HU16KVRL7793238223,NL84CXDW4913342457988942,HU,NL,2025-07-19T12:14:51Z
2706.88,CAD,CH94BXZM3202032650,CA73PPLG7379487148552457,CH,CA,2026-03-27T00:12:45Z
254.71,PLN,DK97QICZ60821371184254,AU57NRCQ683230358929,DK,AU,2025-09-23T22:19:58Z
4027.85,EUR,SE69HWQF21293289634064,SE49QNPO24014843991062,SE,SE,2025-10-09T16:24:02Z
437.64,RON,ES50ZFUN9335134261923724,NO97KAUD81973741897215,ES,NO,2025-07-08T07:50:20Z
4551.05,AUD,LU14UONS743811995376,BE53BUDY44856451017397,LU,BE,2025-07-18T09:58:38Z
2739.76,AUD,IE99WPRT9860919191135996,PL50WXBL7980660392051460,IE,PL,2025-03-22T18:03:23Z
4265.44,CAD,AU45HIOZ5742388565,LU99FPCK98354116597263,AU,LU,2025-09-25T05:33:06Z
1080.24,NOK,LU46YFFK1394884882,BG50TWCG1964258562,LU,BG,2025-12-07T00:36:26Z
7814.18,RON,US78SCKH0382407333373204,FR31ATPO8893628969645465,US,FR,2025-08-17T06:55:17Z
1944.33,CAD,GB88EKWH187851935837,IE34SBOT7961208780572151,GB,IE,2025-03-01T20:08:16Z
7361.28,JPY,LU91TPNW637484539862,PL98RVSK9059119186,LU,PL,2025-01-22T10:04:19Z
9753.95,CHF,IT23AUPX5116966672,PT43FDJL647124633515,IT,PT,2025-05-20T07:09:18Z
746.23,SEK,AU07RBVL2080056409,FR72LCFG2835129592728270,AU,FR,2026-04-16T19:37:50Z
1929.26,BGN,CZ39JDLV982173929578,BE49ZODV5352373605,CZ,BE,2025-04-04T10:14:20Z
4639.37,HUF,BE12QCVU89988683452734,NO80NMNM7071587964,BE,NO,2026-04-05T03:31:18Z
2881.45,HUF,NO67BGCJ508004635806,AT94QQFQ03172351373990,NO,AT,2025-02-12T19:25:41Z
5765.49,CHF,BE37AHVK635602293946,US87SWUJ460666437490,BE,US,2025-04-01T08:34:02Z
107.75,AUD,HU16VWHC1271285246,BG36RJJS11631873280771,HU,BG,2025-12-15T20:21:23Z
4476.82,EUR,FR10YWZC695727908335,IE05SAEK25730662481323,FR,IE,2025-05-24T06:55:31Z
1445.51,CZK,CH08HTQJ285011688092,RO92KLBE3060906913,CH,RO,2025-12-09T04:05:01Z
1972.85,DKK,HU83PSUM96737945772785,BE28EJUX642506420768,HU,BE,2025-01-16T08:58:29Z
4584.57,GBP,IE26MNNO7675556283333939,US46ORYZ5436271874960335,IE,US,2025-10-02T03:18:14Z
1213.45,PLN,DK55FOAW692492693265,IT59HXEY5998011100051553,DK,IT,2026-02-06T22:54:54Z
4593.08,JPY,ES79KSOP24418222618962,PT71RUPW31271026767209,ES,PT,2025-10-09T21:41:35Z
1454.73,BGN,BG23OAPV51512294621354,GB91ZZCL0996254384807520,BG,GB,2026-03-21T05:10:47Z
916.50,CZK,HU55KBIX1580290904637660,IE88VIWM58665254837441,HU,IE,2025-12-15T16:40:53Z
4093.99,USD,AU65DAZE3125129311,RO01XAXZ91297519102312,AU,RO,2025-09-05T11:23:38Z
10.62,USD,DE26BWCM83737927490728,BG00CFGI893113253269,DE,BG,2025-07-01T00:50:48Z
1767.36,AUD,AT27NILX804421017509,CZ96NCVY0159591945757574,AT,CZ,2025-08-10T16:17:52Z
17526.65,SEK,NO29SFBW67756777226602,CH40MUEM06229231067245,NO,CH,2025-05-28T19:10:13Z
1245.90,NOK,PT70IHGP6627051157942387,NL27NPAJ549691928455,PT,NL,2025-08-24T18:03:45Z
2083.91,CAD,BG08AOLN353574859532,ES41ZUSH379705816295,BG,ES,2026-01-03T19:06:33Z
1553.95,NOK,DE08OMYG25073305597824,SE40PKTR399140388436,DE,SE,2025-07-26T14:44:09Z
4789.23,RON,CA33GEJA6157276829,BG56YKDI4397429250105875,CA,BG,2025-08-20T14:25:20Z
3187.89,RON,ES03UNUK2590459908027112,CH19DQFW155516517680,ES,CH,2026-03-04T07:06:46Z
3899.39,PLN,SE70CGOF4330800370,CA05HYHE855660847068,SE,CA,2025-05-01T09:06:40Z
2227.98,CHF,DE29SPAL9582632809,BE36IRLQ2394535461470798,DE,BE,2025-06-12T04:59:47Z
299.91,GBP,US13XGGY39457039438040,PT27FKGP5769277894319100,US,PT,2025-10-28T22:37:47Z
29.19,RON,CZ00JOMX105336514604,BE98BDJE73107201137984,CZ,BE,2025-08-02T00:02:32Z
2071.88,CZK,LU93WEGC6007676209014473,NL34AVIG700968730451,LU,NL,2025-02-19T03:41:46Z
4297.94,NOK,CZ20LVLX556296575427,GB86RNLN9425577820,CZ,GB,2026-02-27T23:54:26Z
4911.14,BGN,CH18TKRU923616188081,SE73AIRV357155868639,CH,SE,2026-05-01T12:00:55Z
3482.44,CZK,GB28UUOE081721436438,CA81DGAA4132114716,GB,CA,2025-03-24T15:56:10Z
27.56,AUD,GB38KMLG69979907075504,RO89PZMY6995706071,GB,RO,2026-04-10T03:20:30Z
242.41,SEK,NO92WUDO5397054873961029,LU86YAQO8274968049,NO,LU,2025-07-10T14:23:31Z
1689.75,SEK,FR37FBJT61213773062604,BG23HKVS3711222990775608,FR,BG,2025-12-17T20:46:54Z
1961.33,PLN,BG60BINR1114576832102192,GB85GOVR84712961803324,BG,GB,2025-11-22T03:43:40Z
29.14,AUD,ES65ZADQ98042537337773,BG12FMRU2282178192,ES,BG,2025-02-16T14:22:08Z
1334.99,HUF,IE46HINB0560356793279862,HU30TQJP6906181205,IE,HU,2026-05-01T22:28:02Z
1562.42,JPY,LU38RTKJ8769899927517588,US78UCIU44983553935435,LU,US,2025-09-23T05:41:51Z
817.13,AUD,SE54VVGY435885379821,RO92XJUH952753674978,SE,RO,2026-04-10T07:03:48Z
2329.41,JPY,CH15MRMA3477894896,ES25IBNU9176651221500141,CH,ES,2025-07-16T03:36:23Z
341.76,JPY,DK95VNGB0159446333,DK79TSYI32089532638902,DK,DK,2025-03-16T11:31:50Z
2381.65,CZK,DE62DDHN379223410346,PL74TMOG116772696084,DE,PL,2025-07-29T12:06:57Z
1435.64,NOK,PT43KAPQ7935219626335564,RO31WJHM0931706955607676,PT,RO,2026-02-11T22:51:48Z
1071.16,JPY,DE46IPFF989830650312,CA11TWRB18472426423642,DE,CA,2025-07-29T00:47:27Z
5136.61,CHF,SE06SUZZ487623039111,DE34ZFRD8522823052480880,SE,DE,2026-04-28T07:14:50Z
124.88,GBP,US16HTLS73721329016204,ES58QZPV8868785996486287,US,ES,2025-05-02T02:21:43Z
191.63,CHF,ES38DTNM4505730362792463,BE18AHOI6775372603214505,ES,BE,2025-10-13T10:43:12Z
2650.19,BGN,AU09TJLQ0715534820128400,US65GUQL7659759545,AU,US,2025-12-03T14:49:56Z
329.97,DKK,BE97PNYQ8981265742,SE18YGCT4630040236936268,BE,SE,2025-12-07T12:19:41Z
592.26,BGN,PL20BIXP3727117595,LU60ISRR58298493306745,PL,LU,2025-02-21T10:35:03Z
9008.78,NOK,SE06SJZI2833372188,AT46NXMN41329715066626,SE,AT,2025-11-11T08:19:27Z
6936.24,CAD,NO39HPPM663439252959,NL48CDCC2867120072,NO,NL,2025-04-02T19:53:59Z
10292.64,JPY,BE86VWLV0245109109,ES00GZFM1494981942179428,BE,ES,2025-10-12T21:01:55Z
634.34,DKK,FR04MKVF7584466345337220,NO10BSDE7221455937,FR,NO,2025-08-09T08:29:45Z
6644.63,USD,CA93SJWG0526351004627765,CA57EKXW5920246175202389,CA,CA,2026-03-05T20:16:01Z
565.92,BGN,NO53BYAU59550178332584,LU67MQST607984870450,NO,LU,2025-05-21T05:00:17Z
8388.15,PLN,CA60NOTS593744039464,PL00QHBH3606014886084907,CA,PL,2025-02-18T18:38:53Z
2707.52,SEK,PL99DHMR28306153701242,PT84JVIN632514488112,PL,PT,2025-08-12T08:27:12Z
171.65,CHF,FR22DYOK8878179415,NL11LFMZ840911225288,FR,NL,2025-07-29T18:07:02Z
3540.97,BGN,PT03KMZY1863239791378765,NO82LGBB3095055605712198,PT,NO,2025-09-30T22:14:46Z
365.79,DKK,DK70RXYK9053486401,FR07JVEW62456185174460,DK,FR,2026-01-19T23:15:58Z
511.73,CAD,NL17QTTD11455129391304,AT39YRYR8984841604,NL,AT,2025-03-14T07:04:01Z
1014.41,PLN,CA17CDSA7075681429,DE71ZHCK291073228360,CA,DE,2025-02-10T10:20:49Z
799.15,BGN,RO63RHBN963845269694,SE34HTDW4970169342929132,RO,SE,2025-05-26T16:11:04Z
15725.65,CHF,BG93CVME419031061537,BE18EXUZ5566847323,BG,BE,2025-02-06T04:01:11Z
5100.61,CHF,US62PINB06720078436142,GB36IFNY7819754373,US,GB,2025-07-08T13:31:58Z
1620.65,RON,BG34FPHO037638821458,LU32WDIV60191344389982,BG,LU,2025-10-31T09:13:00Z
9.44,SEK,HU41YWYR9507321464493699,NO72LDMP350557385736,HU,NO,2025-01-16T04:48:43Z
199.33,CZK,DK17HNBG6811872333510409,NL52DIUS3153911498307482,DK,NL,2026-03-15T23:19:35Z
16.94,CZK,RO27ZNKD8939406557,BG71WFAX9043223023,RO,BG,2026-01-16T05:51:47Z
874.89,GBP,PT84OHTE1354621276,PT00FLBR611231261632,PT,PT,2025-02-17T14:15:06Z
3127.98,SEK,LU75SKOF762974549303,BG51JMYR1912038187692082,LU,BG,2026-02-17T08:03:20Z
338.91,HUF,DK65TRCH5881445822,IE05NPGE182971681572,DK,IE,2025-02-09T10:12:03Z
1031.02,RON,RO97AYAY0152911371,LU56ZRUL9025561844,RO,LU,2025-01-26T17:08:34Z
1973.91,USD,LU76VSRP78122489056708,IT55OABT0436551584,LU,IT,2025-04-25T21:52:07Z
1186.92,AUD,SE30NEZI550542960807,ES06NGHN9509822104016481,SE,ES,2025-04-06T11:48:40Z
13.46,CZK,DK93IUFR7383638164321269,SE86JXFQ64203625863144,DK,SE,2026-05-01T21:37:36Z
105.08,RON,DE37UMFL40263558243017,AU48JNZI89880315388824,DE,AU,2025-10-31T01:33:31Z
2355.63,NOK,CH86WKBJ4333353849,ES40WDMX211197871809,CH,ES,2025-02-17T19:00:13Z
240.68,DKK,PT63GEMU30601198756178,IE52YRXQ0230091561,PT,IE,2025-06-03T18:48:14Z
2274.27,RON,DK31WMKP4491609365952014,ES77CZDQ18433687509263,DK,ES,2025-01-11T04:34:41Z
2333.12,CHF,IT18CHOI56114042886050,IT99ZKHP6608112600308356,IT,IT,2026-01-28T21:46:32Z
4262.74,USD,US49EVOC31234550688269,CZ13PUPN938440134808,US,CZ,2025-01-22T04:20:26Z
887.12,CAD,AU85RXQE0335910157090859,PT74WCZJ92074926999699,AU,PT,2026-01-06T09:48:56Z
4435.05,JPY,US97TXXV1842859693259140,RO98QJST231234266980,US,RO,2026-04-15T15:40:49Z
59.07,CZK,CA60EMUD6072348389359538,CZ17VRYA05612996508269,CA,CZ,2026-03-10T08:10:08Z
397.35,PLN,GB11ZRMS5613087612385951,DK32GYIM394840027300,GB,DK,2025-07-26T15:19:04Z
2294.18,AUD,RO08BDYM113950016809,SE82ICJU5076283976,RO,SE,2025-10-30T08:49:20Z
3274.11,EUR,HU81IIAP7946207266292508,ES11XPXU6029914068841333,HU,ES,2025-06-21T06:37:07Z
6922.16,USD,AU45WFGL1781703211920613,IE96NHQV27789561337184,AU,IE,2025-09-02T01:06:55Z
127.09,DKK,AT74KBEM80164403734167,LU68DEOX8221021798213486,AT,LU,2025-05-12T00:40:34Z
1040.31,SEK,IT93VTOH3831828560539707,PL89SRXU6177067368205068,IT,PL,2026-01-17T14:36:17Z
4593.11,PLN,ES28ULKV165058714692,DE93CQUY192596790898,ES,DE,2025-05-21T03:48:45Z
1406.13,CHF,RO69JZRA205093869484,LU82EJTK1457887071,RO,LU,2026-04-18T23:51:38Z
5640.16,CHF,GB57MPGR097461917798,IT63MRET8722589370858062,GB,IT,2025-11-08T23:21:38Z
678.82,HUF,RO89IAVL6957900124825544,HU23QMOS3259423289463389,RO,HU,2025-02-10T06:57:52Z
450.08,AUD,FR87VKFR72562926933589,CH87LDHQ8655078468,FR,CH,2025-03-03T19:58:51Z
966.78,DKK,CH98VJIH3491891179,NL61FBGQ93401536415471,CH,NL,2026-01-14T20:39:41Z
284.54,CHF,CH46TGNP3675009421,CH36YZCB27698198780927,CH,CH,2025-05-15T18:27:16Z
348.51,CAD,NL67RYLM258660598678,LU56IJFE5854859655942824,NL,LU,2026-02-04T10:25:20Z
4184.85,USD,CZ42AEAB2453931321,FR41KCGA57083682144488,CZ,FR,2025-11-29T12:29:52Z
2208.34,AUD,CZ18PWHN7462025825431832,US90RZDX312392049106,CZ,US,2026-01-17T01:59:42Z
702.76,SEK,NL62FGWR5082768172257754,DE95LRUI2629052918768316,NL,DE,2025-07-23T19:18:39Z
502.17,RON,BE15UPFC3373992052229993,DK94NFDX5914388232553983,BE,DK,2025-12-08T09:33:16Z
776.77,JPY,CH62XUOX3264309544979127,DK77SOAF712053978713,CH,DK,2025-04-05T21:09:47Z
4253.52,BGN,NO74RQHE012560832004,BG97RPTZ8889753585238600,NO,BG,2025-04-18T09:38:22Z
9541.63,JPY,PT49UCSZ17152391029295,NL84ACJG4830930967139719,PT,NL,2025-07-03T12:42:54Z
125.07,AUD,FR93EDGF7672019111,ES48MDEF1907258733,FR,ES,2025-04-28T05:34:16Z
869.98,EUR,CZ55MKGR2748124211,PT36AZRV8250952294620935,CZ,PT,2025-05-30T11:25:36Z
3914.26,RON,GB27WVST29701371243658,US41RLMJ304120270615,GB,US,2025-01-01T23:02:31Z
657.03,NOK,CZ35BFTT7166906322,IT36QUDK42034030109567,CZ,IT,2026-01-20T08:48:17Z
1150.41,NOK,PL79CLOS54623471247601,HU05RBYD0306831764,PL,HU,2025-08-28T10:22:13Z
1379.27,GBP,DE69AQDZ71290150713806,NO57DHBO510458474362,DE,NO,2025-02-03T02:33:30Z
63.76,CHF,FR55FLRQ76694703180533,BG77MFZO66621591832700,FR,BG,2026-03-15T22:48:33Z
1340.52,AUD,BE39KUSA1079771400,LU95UISH9490531520,BE,LU,2025-03-19T19:15:05Z
1743.07,DKK,LU38UTPM3137971669841661,CZ19GPJB7943325623899499,LU,CZ,2026-04-03T23:47:35Z
4113.84,NOK,FR91IFNV037087821160,CZ20VVVA18135998989721,FR,CZ,2025-02-22T00:53:18Z
3283.21,EUR,DE64USJV1864482217,AU45QQXH8570820048067571,DE,AU,2026-02-22T11:45:36Z
2073.01,AUD,IT76MCYU2879429688,PT19OXYM0409531419615607,IT,PT,2025-08-21T16:07:20Z
488.09,CHF,DK86ZWRR565179624096,HU89UJTM8349604784217028,DK,HU,2025-08-09T16:20:00Z
384.87,AUD,CH74YHUN88208934868839,FR05NEIM2879916091141319,CH,FR,2025-10-04T04:19:50Z
3522.26,PLN,IE81FGWN3376052304,GB41RQDM02544724191650,IE,GB,2026-04-11T19:01:58Z
800.14,JPY,PT53MCPY1824989808806782,BG12ICOI8135926648698939,PT,BG,2026-03-17T13:44:05Z
1994.78,DKK,US64MSJW5594501192,BG92TVFB5360511716039886,US,BG,2025-08-31T00:56:21Z
715.39,CAD,PT12QSIK90670009942489,CA32FBJM4896676056420456,PT,CA,2025-04-08T16:23:34Z
1464.41,HUF,GB03SOZJ33890623546622,NO98NKWJ1659953006,GB,NO,2026-02-22T12:03:39Z
481.65,USD,IT23YZON7462591601124115,IT64IRZQ0080179867782312,IT,IT,2025-08-17T10:39:04Z
7109.33,BGN,PL01ZIOE4261212038437536,CZ44WSXM7852548242,PL,CZ,2025-12-11T22:24:23Z
2967.28,SEK,FR64KILZ00644547523112,RO24EWOJ9177633427203886,FR,RO,2025-06-30T15:14:46Z
189.90,RON,RO45WAUR1963045306,IT77ZHKX493534001816,RO,IT,2026-01-04T17:39:39Z
